TIC,TOI,Disposition,R_p,Period_p,Epoch_p,RA,Dec,H_mag,V_mag,M_*_TIC8,R_*_TIC8,Teff_*_TIC8,a/R*,N_pl
327952677,295.01,KP,14.404,3.396944,2090.143839,359.091778,-13.271593,11.186,12.798,1.06,1.27,5804,7.63,1
382463648,296.01,VPC+,8.703,25.258007,2062.764146,353.104869,-45.909507,11.985,13.917,0.91,0.95,5258,37.12,1
115242351,297.01,LEPC,11.657,5.674833,2093.605469,6.176883,-36.114411,11.751,13.985,0.79,1.09,4842,11.31,1
206686292,298.01,APC,21.996,1.328718,2062.561712,344.060688,-34.361112,11.987,13.262,1.22,1.68,6207,3.24,1
156075294,299.01,VPC+,9.101,5.721712,2092.786742,10.594638,-48.293569,11.356,12.919,0.98,1.19,5502,11.21,1
166697854,300.01,NEB,7.41,2.75753,1354.42965,35.737327,-53.070244,10.103,11.439,1.04,2.05,6324,4.08,1
144301052,301.01,PC,7.289,3.744014,2090.755451,354.297494,-42.010259,11.264,12.614,1.13,1.7,5988,6.2,1
229111835,302.01,VPC,8.19,6.70145,1356.68237,17.480781,-52.239472,11.182,14.152,0.65,0.74,4112,17.43,1
145750719,303.01,KP,10.481,3.560811,2468.532701,341.364018,-14.991763,11.07,12.662,1,1.47,5482,6.69,1
262530873,304.01,EB,28.429,2.24172,1356.28606,20.494051,-44.416738,11.762,13.042,1.23,1.88,6235,4.12,1
102030574,305.01,VPC+,24.549,9.94915,1364.10083,15.844672,-44.705781,11.42,12.97,1.06,1.65,5807,12.06,1
114749636,306.01,KP,11.347,4.60273,2112.51218,359.191536,-22.153202,10.907,12.681,1.07,1.34,5827,8.88,1
9100874,307.01,VPC+,17.02,6.166834,2091.687062,350.578437,-22.677379,12.212,13.817,1.03,1.28,5645,11.16,1
281710229,308.01,APC,14.232,8.309297,2108.717597,11.484669,-55.922574,10.117,12.725,NaN,NaN,4416,19.28,1
228507250,309.01,VPC+,11.824,6.15733,2092.738679,358.039584,-15.80083,11.295,13.066,0.91,0.96,5308,14.35,1
175477257,310.01,VPC+,12.234,4.269567,2090.953132,351.105825,-36.97599,11.472,13.05,1.04,1.3,5733,8.61,1
434105231,311.01,APC,14.756,0.796299,2469.021432,354.33556,-13.455698,11.023,14.338,0.63,0.95,4011,3.27,1
180145006,312.01,APC,10.662,3.541231,2090.600097,14.523294,-37.942532,11.33,12.876,1.03,1.28,5720,7.7,1
9102327,313.01,NEB,6.514,3.2615,1354.54332,350.779792,-19.419677,10.467,11.906,0.93,1.45,6019,6.22,1
316769613,314.01,PPC,2.647,10.18108,1355.59503,354.668265,-32.860618,9.878,11.982,0.78,0.78,4798,23.45,1
66356824,315.01,EB,11.152,3.55562,2109.39216,12.076306,-32.119349,11.47,13.129,1.01,1.34,5610,7.35,1
8988289,316.01,APC,30.814,13.32379,1365.98759,354.759305,-9.882061,11.341,14.375,0.66,0.9,4207,22.87,1
402319411,317.01,VPC+,14.773,3.326298,2090.203596,353.540007,-14.859949,11.898,13.809,0.94,0.95,5325,9.7,1
206352378,318.01,VPC+,10.633,3.746376,2065.374875,355.015481,-53.039017,11.831,14.14,0.75,0.78,4675,11.89,1
389753172,319.01,APC,16.074,0.713537,2086.530897,351.290954,-47.945505,10.977,13.93,0.65,0.74,4156,3.96,1
188593930,320.01,NEB,5.336,1.46503,1354.27607,345.522736,-16.359925,11.435,13.001,1.11,0.86,5907,6.5,1
175476629,321.01,NEB,6.51,1.14057,1354.27156,350.977728,-38.225709,11.764,13.583,0.93,0.84,5312,5.35,1
198077394,322.01,VPC+,16.077,3.990533,2089.946422,63.825149,-56.253739,9.939,11.311,1.46,2.76,5836,4.35,1
251852984,323.01,VPC,6.37,2.772392,1355.57459,8.20281,-32.059312,11.869,14.353,0.72,0.78,4532,9.6,1
156002449,324.01,VPC+,21.377,5.284869,2092.324667,8.481895,-50.729287,12.544,14.034,1.15,1.27,6071,10.51,1
66413476,325.01,BEB?,5.976,4.36907,1357.72126,13.877018,-33.512183,10.355,13.117,0.69,0.9,4365,10.99,1
144336525,326.01,APC,15.452,0.24733,1354.25954,356.114886,-46.866585,10.98,12.325,0.94,1.74,6138,0.93,1
206669860,327.01,VPC+,20.593,10.055076,2066.81665,343.63304,-34.502738,12.539,14.022,1.09,1.32,5910,15.29,1
139357541,328.01,LEPC,9.297,4.47816,2063.3541,349.487667,-43.925539,11.949,13.393,1.14,1.2,6041,9.93,1
169765334,329.01,P,5.025,5.704286,2090.797418,351.320862,-15.634653,9.748,11.262,0.98,1.61,5589,8.28,1
27966179,330.01,VPC,9.01,4.279467,2091.763748,358.751564,-22.538751,11.181,13.979,0.67,0.7,4287,13.84,1
262531275,331.01,NEB,8.584,2.484337,2141.054998,20.419293,-42.481721,12.048,13.594,0.99,1.76,5560,4.38,1
139285832,332.01,P,3.278,0.77685,2062.446886,348.058734,-44.876324,10.41,12.349,0.88,0.96,5165,3.56,1
224245334,333.01,VPC,4.786,3.785233,2089.918368,353.357403,-41.171528,10.759,12.205,1.17,1.13,6085,9.54,1
233964642,334.01,APC,18.21,17.916011,3188.713023,36.498808,-63.64756,8.848,9.965,1.18,1.57,6128,19.46,1
41865539,335.01,NEB,7.512,1.26092,1354.86627,21.322323,-39.947812,11.455,12.979,1.2,0.98,5848,5.3,1
55452495,336.01,NEB,11.72,17.708295,3108.108861,70.670414,-64.885194,9.64,10.085,1.88,2.8,7672,12.6,1
155986102,337.01,EB,21.296,6.87168,1360.61731,7.329948,-50.140124,10.96,12.645,0.93,0.98,5335,15.19,1
116156517,338.01,KP,14.233,5.36777,2108.86073,7.709313,-40.573422,10.694,11.645,1.36,1.72,6502,8.33,1
69838258,339.01,NEB,21.218,6.73069,1354.57336,337.921602,-21.945681,11.299,12.623,1.23,1.59,6092,10.11,1
80439101,340.01,VPC+,27.4,14.849972,2088.695472,11.747311,-44.36993,11.72,13.259,1,1.09,5627,23.45,1
33911302,341.01,VPC+,11.573,1.81383,1355.75117,355.844916,-23.997926,11.876,14.357,0.77,0.94,4721,6.11,1
415969574,342.01,SEB2,10.851,10.45776,1362.57199,342.170291,-18.520457,11.822,13.465,0.99,1.06,5503,18.87,1
66497310,343.01,PNEB,8.365,1.756312,2089.671576,356.045316,-18.889511,11.459,13.046,1.07,1.2,5762,5.21,1
13023378,344.01,VPC+?,9.49,6.067219,2092.388012,347.053596,-28.007838,11.08,12.511,1.17,1.08,6065,13.67,1
308208458,345.01,VPC+,9.565,11.223737,2091.71607,5.696966,-34.392135,12.409,14.363,0.87,0.9,5111,22.3,1
118327533,346.01,VPC+,30.102,16.56308,3192.019645,10.344483,-37.343,11.867,13.275,1.18,1.35,6121,21.35,1
224271611,347.01,VPC-,12.13,4.04003,1355.18601,354.489854,-36.571583,10.381,11.505,1.01,1.48,5965,7.22,1
70785910,348.01,VPC,8.767,0.494794,2088.639473,1.583613,-30.336279,11.32,12.799,1.07,1.51,5780,1.78,1
382474101,349.01,EB,14.247,2.652085,2107.753084,12.274293,-52.046527,9.453,10.726,1.13,1.25,5985,6.7,1
199731190,350.01,APC,8.544,2.513055,2109.819661,21.292013,-47.262926,11.385,13.023,1,0.85,5599,9.17,1
228381868,351.01,KP,14.278,3.465495,2091.364241,357.580521,-17.077581,11.125,12.816,0.98,1.78,5524,5.39,1
47423120,352.01,APC,20.019,11.6235,1356.83006,342.067496,-24.838607,10.006,11.443,1,0.86,5580,25.12,1
100099031,353.01,VPC+,39.186,1.297992,2088.397582,24.272372,-46.945334,12.173,14.282,0.82,2.64,4929,1.78,1
100097716,354.01,APC,25.246,3.000208,2140.430589,24.047715,-42.303768,10.451,11.948,1.03,1.41,5709,6.26,1
183593642,355.01,APC,4.682,1.037259,2088.429624,17.888017,-36.709099,10.158,11.503,1.13,1.32,6003,3.41,1
369336146,356.01,VPC,11.964,5.769437,2090.758499,6.069947,-37.222073,12.103,13.783,0.96,1.6,5458,8.35,1
220016044,357.01,NEB,6.615,0.939966,2088.390424,32.321792,-48.484724,9.77,10.732,1.24,2.55,6568,1.7,1
321982642,358.01,VPC+,26.913,9.10326,2102.79626,3.060955,-47.355417,11.855,13.576,0.96,1.21,5422,14.97,1
80432617,359.01,LEPC,8.635,16.45209,1360.67423,11.673102,-42.361752,11.254,12.958,0.98,1.85,5535,14.6,1
13023738,360.01,NEB,24.343,8.0635,2104.87232,347.084793,-29.59032,11.238,12.971,1,1.71,5580,9.88,1
144276942,361.01,APC,6.835,1.535165,2062.236399,353.904034,-44.808807,10.167,13.243,0.64,0.74,4084,6.48,1
305048116,362.01,VPC+,6.824,14.233762,2090.893499,353.238178,-28.319778,11.622,13.16,1.01,1.03,5582,23.99,1
262530780,363.01,APC,12.474,8.22388,1361.87743,20.547286,-44.861957,11.685,13.775,0.88,0.99,5150,16.6,1
47425697,364.01,CPC,3.331,0.494163,3206.585637,342.256105,-24.959245,9.757,10.92,1.26,1.33,6143,2.13,1
118586896,365.01,APC,34.198,12.11028,2104.69905,10.922301,-38.043167,12.306,14.093,1.04,1.29,5767,17.42,1
251878904,366.01,VPC,11.858,1.702585,2088.314332,9.69198,-34.214904,12.466,14.328,0.97,1.28,5464,4.64,1
9033144,367.01,EB,17.601,4.715026,3202.579344,349.606182,-19.823931,8.948,10.304,1.09,1.2,5919,10.16,1
77031413,368.01,NEB,15.555,1.38665,2110.92156,354.170177,-34.611855,10.475,12.169,0.95,0.93,5410,5.54,1
175482273,369.01,VPC-,11.389,5.464012,2108.378801,351.22916,-38.160779,8.295,9.43,NaN,NaN,6135,8.81,1
251855940,370.01,VPC+,18.154,4.046371,2090.735093,8.659672,-32.166528,12.609,14.157,1.04,1.05,5741,10.27,1
156016136,371.01,VPC+,6.578,3.481381,2088.526738,8.923837,-50.316978,11.618,13.312,0.94,0.91,5353,10.41,1
441075486,372.01,APC,17.514,1.120275,2112.07285,359.759017,-15.612006,10.992,12.754,0.94,0.99,5364,4.49,1
9032368,373.01,NPC,9.284,1.632,1355.67942,355.901869,-11.269497,12.322,14.071,1.11,1.11,5852,5.42,1
183675732,374.01,VPC+,13.311,5.482095,2091.224648,358.227442,-41.70048,12.065,13.588,1.02,1.28,5678,10.28,1
280097543,375.01,VPC,12.766,9.454648,1660.207682,47.149998,-77.383309,9.172,11.516,NaN,3.27,4868,6.58,1
144301273,376.01,VPC+,12.669,2.750986,2062.452226,354.445551,-42.966377,11.335,13.163,0.92,1.07,5281,7.5,1
139285736,377.01,NPC,17.004,1.55028,1326.05107,348.039807,-45.017154,10.608,13.077,0.77,1,4761,5.14,1
20892672,378.01,NEB,9.583,3.10926,1356.50088,1.39897,-19.489429,12.161,13.582,1.07,1.18,NaN,7.77,1
220396259,379.01,NEB,3.06,0.91677,1354.70968,68.891565,-56.138684,9.108,10.32,1.07,1.67,5980,2.43,1
100014359,380.01,VPC-+,12.981,0.504554,2088.500323,23.280502,-47.882058,12.244,14.167,NaN,NaN,5104,3.36,1
207084429,381.01,NEB,3.307,4.89577,1356.07068,22.756615,-51.215438,6.404,7.76,1.13,1.77,5882,7.14,1
229091748,382.01,NEB,6.71,0.4568,1354.59152,3.79769,-46.272415,11.787,13.359,1.03,1.04,5705,2.42,1
167418898,383.01,NPC,7.565,10.980303,2367.920446,99.609515,-67.656173,9.381,10.75,1.05,1.27,5851,16.7,1
155995204,384.01,EB,30.091,9.30734,1357.58381,7.658508,-52.049388,12.606,14.225,1.06,1.32,5796,14.38,1
300810086,385.01,EB,15.477,0.668007,3192.472902,116.814122,-69.0307,7.752,9.917,0.87,3.77,4955,0.81,1
238059180,386.01,VPC-,10.68,5.111978,3196.532698,104.138381,-53.545493,9.7,10.204,2.13,2.67,8063,6.01,1
92359850,387.01,NPC,11.051,4.155,2167.71222,52.225563,-19.97976,8.899,10.1,1.26,1.57,6279,7.49,1
422655579,388.01,KP,14.914,2.903682,1413.142818,29.263334,0.758835,9.416,10.56,1.18,2.14,5947,4.22,1
271900960,389.01,NEB,7.451,13.45913,1330.37074,112.941801,-75.527428,7.68,8.69,1.46,1.34,6511,20.2,1
250386181,390.01,NEB,12.261,1.470258,2138.72305,30.114395,-4.985569,9.19,10.329,1.25,1.08,6294,5.42,1
382391899,391.01,KP,13.141,1.955093,2169.669461,43.688073,-10.89808,10.041,11.44,0.97,0.87,5365,7.46,1
328350926,392.01,APC,10.819,0.849067,1411.598258,46.931654,0.861311,7.368,8.918,0.99,1.44,5597,2.61,1
29960109,393.01,NPC,1.702,2.49221,1411.66942,42.249291,-14.537842,9.125,12.659,0.44,0.45,3544,13.2,1
9858404,394.01,APC,5.8,0.39149,1411.26947,48.499528,-8.573568,7.221,8.45,1.25,2.19,6279,1.11,1
38541473,395.01,APC,27.91,6.061344,1415.515103,56.304548,-10.973384,9.938,11.188,1.13,1.54,5993,9.48,1
178155732,396.01,P,2.392,5.973912,2120.537697,42.984364,-30.814529,5.225,6.38,1.24,1.28,6315,11.59,3
178155732,396.02,P,1.778,3.58529,2169.27128,42.984364,-30.814529,5.225,6.38,1.24,1.28,6315,8.25,3
178155732,396.03,P,2.075,11.23046,2117.261055,42.984364,-30.814529,5.225,6.38,1.24,1.28,6315,17.66,3
219379012,397.01,NEB,3.739,1.546495,2168.724537,76.833821,-48.115925,9.4,10.637,1,1.14,6021,4.93,1
1129033,398.01,KP,13.091,1.360028,2168.520849,37.155148,-7.060682,8.374,10.294,0.99,0.93,5535,5.52,1
219388773,399.01,NEB,3.755,1.571682,1412.383444,77.047581,-50.858766,9.404,11.345,0.76,0.82,4815,6.35,1
35857242,400.01,KP,14.266,3.634445,2169.279248,41.63909,-0.463937,10.54,11.796,1.25,1.42,6155,7.54,1
259701242,401.01,NEB,1.287,2.48548,2139.77292,74.466266,-53.817906,7.408,8.732,1.1,0.96,5995,8.28,1
120896927,402.01,P,1.725,4.755974,2139.126535,36.868245,-27.635184,7.215,9.1,0.88,0.84,5139,13.55,2
120896927,402.02,P,2.195,17.180721,2118.955569,36.868245,-27.635184,7.215,9.1,0.88,0.84,5139,31.91,2
257567854,403.01,KP,12.84,3.532822,1411.901592,52.818043,-23.819696,10.392,11.99,1.17,1.19,5991,8.64,1
166833457,404.01,KP,12.655,2.96264,2168.63923,58.428804,-34.328198,11.295,13.252,0.97,0.72,5511,11.96,1
176984236,405.01,NEB,7.543,1.75609,2199.325641,101.909386,-66.328353,9.804,11.03,1.16,1.29,6138,4.98,1
153065527,406.01,P,1.96,13.175729,1388.56746,49.2624,-42.2424,9.128,13.773,0.38,0.39,3376,43.71,2
153065527,406.02,P,1.273,6.614911,1385.38837,49.2624,-42.2424,9.128,13.773,0.38,0.39,3376,27.61,
349518800,407.01,APC,13.563,2.165469,3015.729011,111.211769,-62.092491,11.861,13.376,1.24,1.86,5681,4.07,1
176778112,408.01,NEB,2.715,1.33679,2169.52007,47.827948,-35.628053,8.683,10.263,1,0.98,5588,5.2,1
167754523,409.01,NEB,1.094,6.799278,2193.22371,104.18169,-60.68697,7.822,10.05,0.82,0.73,4868,19.41,1
206466531,410.01,NEB,7.888,1.42744,2139.77204,56.815204,-52.98515,9.297,10.54,1.27,1.33,6181,4.33,1
100990000,411.01,VP,2.305,9.573071,1386.189174,54.819851,-42.762575,7.04,8.27,1.17,1.12,6161,17.91,2
100990000,411.02,VP,1.547,4.040413,1385.72367,54.819851,-42.762575,7.04,8.27,1.17,1.12,6161,10.08,2
7624182,412.01,NEB,9.33,1.109699,2199.670069,64.311397,-38.844151,8.678,8.84,2.26,3.13,8794,1.89,1
170634116,413.01,KP,17.281,3.662392,2174.669346,66.370903,-30.600444,9.123,10.044,1.54,1.49,6643,7.78,1
325680697,414.01,NEB,24.846,1.82488,2168.84301,36.853348,-12.038913,8.325,9.581,1.04,1.23,6007,5.17,1
152476657,415.01,KP,13.614,3.611262,2166.483051,62.616051,-45.898221,9.982,10.96,1.36,1.68,6518,6.52,1
49899799,416.01,SEB1,18.156,7.0114,2163.41477,48.854273,-2.175283,7.557,8.765,1.26,1.82,6178,9.15,1
339733013,417.01,NEB,3.487,5.62162,1328.37843,110.852026,-58.696747,9.256,10.615,1.07,1.32,5946,10.32,1
178284730,418.01,KP,13.437,2.235986,2146.100495,60.385614,-20.451086,9.24,11.118,0.92,0.84,5289,8.3,1
279251651,419.01,NEB,1.443,0.403843,1654.122394,104.1553,-59.1833,8.69,12.411,0.55,0.56,3817,3.39,1
408159788,420.01,NEB,4.865,2.300698,2199.050071,78.447483,7.056052,9.587,11.314,0.98,0.85,5469,8.6,1
94986319,421.01,P,4.791,16.067522,2195.308115,81.853443,-14.276947,8.219,9.931,0.92,0.86,5320,30.31,2
94986319,421.02,P,1.926,5.197686,1441.280669,81.853443,-14.276947,8.219,9.931,0.92,0.86,5320,14.28,2
117979455,422.01,APC,4.496,0.633337,1438.292151,71.803157,-17.253074,8.079,9.512,1.11,1.35,5945,2.38,1
43647325,423.01,KP,14.862,3.16157,2176.768453,76.081802,-6.229827,9.598,10.939,1.14,1.1,5892,8.62,1
117979694,424.01,NEB,2.022,1.978426,2199.447226,71.921336,-17.745089,9.328,11.35,0.85,0.75,5036,8.36,1
169532369,425.01,SEB1,15.685,3.60364,1440.31143,78.098844,-13.605637,10.942,12.03,1.47,1.8,6563,6.24,1
189013224,426.01,PPC,2.161,1.320504,1438.524066,79.102169,-15.510132,8.769,10.116,1.02,0.99,5691,5.16,1
70914192,427.01,APC,15.149,0.609025,2199.009699,64.657066,-17.419877,9.352,10.995,0.95,1.02,5402,2.93,1
117979850,428.01,APC,6.246,0.633332,2198.925652,71.81028,-17.24836,6.938,8.438,1.04,2.35,5751,1.34,1
259592689,429.01,PC,9.087,9999,1439.648711,72.976944,-53.830589,9.092,10.835,0.89,0.95,5205,1969.87,1
459942762,430.01,NEB,2.246,0.58644,1438.83761,60.278255,4.541177,7.441,8.77,1.13,0.97,6125,3.16,1
31374837,431.01,P,3.281,12.461009,1440.630295,83.269169,-26.724519,6.846,9.12,0.8,0.73,4748,28.91,2
31374837,431.02,P,1.474,0.490059,1438.375965,83.269169,-26.724519,6.846,9.12,0.8,0.73,4748,3.34,2
38686737,432.01,SEB1,19.985,2.24704,1439.97961,57.865656,-10.614048,11.892,13.089,1.42,1.32,6436,6.15,1
188989177,433.01,EB,49.651,1.17409,1438.29916,78.778406,-15.100456,8.91,9.324,2.02,3.67,7747,1.61,1
78055054,434.01,KP,13.899,4.388852,2198.519993,80.53816,-30.970843,11.646,13.562,0.87,0.88,5068,12.27,1
44647437,435.01,VPC+,5.293,3.352907,1411.844766,59.41046,-25.189962,11.101,14.338,0.63,0.67,4017,12.03,1
44745077,436.01,NEB,3.222,1.8756,1411.70271,61.6399,-25.0937,11.056,15.271,0.38,0.39,3607,11.84,1
32499655,437.01,KP,11.929,2.743903,2197.575826,84.326774,-27.972613,12.234,14.397,0.79,0.89,4786,8.61,1
468880077,438.01,VPC,2.813,5.812351,1441.048516,56.504249,9.990377,8.305,10.236,0.89,0.8,5163,16.43,1
13021029,439.01,KP,14.522,3.85589,2175.599762,75.299661,-26.054157,11.034,12.489,1.21,1.43,6311,7.7,1
143350972,440.01,NEB,1.741,1.083381,2199.62842,82.246364,-17.429212,6.872,8.27,1.03,1.01,5762,4.42,1
316916655,441.01,NEB,8.055,2.87436,1440.19448,74.472819,-13.703695,8.659,9.529,1.47,1.47,6718,6.6,1
70899085,442.01,P,4.952,4.052037,2196.115341,64.190002,-12.084015,8.829,12.492,0.59,0.61,3869,14.8,1
117979897,443.01,KP,13.382,3.310669,2174.840517,71.824401,-17.115165,11.261,12.65,1.12,1.35,5882,7.18,1
179034327,444.01,VP,3.297,17.963508,1417.605025,64.18414,-26.765912,7.915,9.86,0.85,0.79,5091,34.43,1
14091704,445.01,VPC,12.934,0.764957,2199.549231,77.323426,-36.590988,8.479,9.583,1.21,1.65,6345,2.28,1
1449640,446.01,APC,22.104,3.501802,1440.43161,75.171624,-35.202599,11.266,12.399,1.29,1.67,6368,6.33,1
14091633,447.01,APC,23.546,5.529274,2176.31925,77.260202,-36.464583,8.253,9.285,1.3,1.26,6400,11.37,1
1528696,448.01,P,8.389,0.882062,1438.402842,75.795429,-30.399367,11.767,14.237,0.74,0.78,4638,4.47,1
139528693,449.01,KP,18.787,2.175173,2175.58961,63.756268,-22.116418,11.084,11.965,1.23,2.06,6230,3.67,1
77951245,450.01,APC,14.038,10.714866,2182.487384,79.004939,-31.412704,10.136,15.636,0.42,0.42,3175,36.18,1
257605131,451.01,P,3.925,16.364873,1416.634939,62.966446,-37.939783,9.287,10.939,0.96,0.86,5454,31.26,3
257605131,451.02,P,1.932,1.858662,1410.999327,62.966446,-37.939783,9.287,10.939,0.96,0.86,5454,7.33,3
257605131,451.03,P,2.725,9.191079,1411.806253,62.966446,-37.939783,9.287,10.939,0.96,0.86,5454,21.28,3
139733308,452.01,KP,10.22,4.763395,2174.695544,67.222847,-21.481962,10.772,12.598,0.9,0.88,5209,13.14,1
452808876,453.01,KP,18.5,2.70582,1438.96587,72.660661,1.893918,8.868,10.073,1.3,2.1,6232,4.25,1
153077621,454.01,APC,9.373,18.082608,1396.13818,49.6602,-42.6424,7.596,11.09,0.79,0.71,4840,37.8,1
98796344,455.01,P,1.445,5.358776,2168.295274,45.4642,-16.5934,6.774,10.59,0.25,0.28,3459,29.41,1
77228304,456.01,NEB,2.147,0.336826,1410.95064,69.116194,-41.246255,12.43,NaN,0.11,0.14,NaN,7.02,1
89256802,457.01,VPC-,7.719,1.175983,1411.560535,58.7249,-26.4237,11.261,17.04,0.51,0.51,3054,7.31,1
64071894,458.01,VPC,2.895,17.528835,1414.165631,39.135794,-22.245123,8.461,10.362,0.84,0.83,5033,32.31,1
38603673,459.01,APC,6.344,4.429125,3189.124027,64.414947,-61.39211,8.966,9.863,1.36,2.08,6709,6.03,1
9804616,460.01,SEB2,14.594,0.516835,1411.065871,47.6431,-9.2768,11.862,16.79,0.59,0.6,3375,3.77,1
4646810,461.01,VP,1.902,10.924548,1416.351956,38.272058,-10.351773,7.557,9.78,0.8,0.74,4821,25.86,1
420049884,462.01,VPC,3.972,4.107429,1414.822983,36.276352,1.323725,9.699,11.658,1.14,1.3,5101,8.66,1
176831592,463.01,EB,26.57,2.53405,2169.21814,48.956916,-32.802464,8.392,9.575,1.33,1.65,6297,5.21,1
398733009,464.01,EB,4.155,0.818567,2116.382318,32.16976,-9.046048,15.425,15.636,0.47,0.18,8008,15.91,1
270380593,465.01,KP,6.237,3.836162,1414.135893,32.781778,2.418047,9.473,11.559,0.81,0.85,4887,11.35,1
4616072,466.01,KP,13.9,4.187615,2201.891355,101.994258,-21.910706,12.155,13.325,1.38,1.24,6288,9.84,1
20178111,467.01,NEB,4.223,1.734422,2198.7024,89.897514,-40.39577,9.426,10.87,1.06,0.94,5776,6.62,1
33521996,468.01,KP,11.504,3.32527,2220.820401,88.146797,-19.031654,11.397,15.044,0.59,0.6,3839,13.15,1
33692729,469.01,VP,3.549,13.630802,1474.569581,93.058225,-14.650035,7.718,9.49,0.91,1.01,5283,23.15,1
37770169,470.01,VP,4.613,12.191456,1474.494915,94.009658,-25.031129,9.55,11.171,0.86,0.84,5107,25.23,1
47911178,471.01,KP,15.853,3.585708,2223.302264,98.351101,-23.486203,9.124,10.336,1.28,1.35,6312,7.95,1
52280468,472.01,APC,24.974,0.56826,2226.783632,99.866803,-33.540286,10.177,15.002,0.5,0.5,3276,4.56,1
52640302,473.01,KP,14.725,1.573285,2229.48943,101.115035,-32.858403,11.079,12.704,1,1.1,5505,5.2,1
59843967,474.01,KP,12.908,2.516726,2226.05544,94.112075,-22.546884,11.697,13.516,0.91,0.98,5235,7.68,1
100608026,475.01,PPC,2.341,8.261766,1442.486555,86.747994,-32.533083,9.012,12.196,0.62,0.62,3996,23.68,1
156987351,476.01,VPC+,14.767,3.062987,2982.990599,99.581432,-47.613869,8.432,9.167,1.71,2.05,7169,5.17,1
170102285,477.01,KP,12.792,2.944427,1470.661116,101.127585,-42.761845,10.514,12.539,0.84,0.89,5037,9.2,1
172464366,478.01,SEB1,19.335,2.921685,1470.046418,100.158828,-27.571419,10.283,11.66,1.12,1.39,5957,6.42,1
306362738,479.01,KP,12.684,2.781738,2221.888774,91.089454,-16.965303,9.812,11.352,0.99,1.02,5509,8.13,1
317548889,480.01,P,2.814,6.865958,1469.562003,88.378664,-16.264964,6.071,7.28,1.2,1.5,6206,10.77,1
339672028,481.01,P,11.93,10.331166,3205.951586,110.512484,-57.384861,8.482,9.972,1.04,1.73,5636,11.71,1
365639282,482.01,NEB,10.469,10.8717,1472.41279,81.3986,8.4409,11.138,14.937,0.56,0.56,3692,30.24,1
393414358,483.01,KP,15.177,4.378081,1469.697072,94.336431,-38.323257,9.463,11.155,1.02,1.79,5481,6.33,1
427348923,484.01,NEB,8.969,4.728681,2196.648037,83.531989,-0.207845,10.291,12.635,0.69,0.9,4541,11.65,1
427352241,485.01,NEB,8.304,1.266715,2198.437812,83.623049,-4.414893,9.151,10.594,1.42,1.87,5880,2.97,1
260708537,486.01,VP,0.587,1.744703,3204.281897,98.4582,-58.5285,7.312,11.62,0.42,0.43,3568,10.72,1
31852980,487.01,PC,2.728,24.332178,3131.494781,52.539741,-70.399731,8.849,10.47,0.95,1.01,5598,34.48,2
31852980,487.02,PC,2.177,7.414485,3195.585106,52.539741,-70.399731,8.849,10.47,0.95,1.01,5598,15.61,2
452866790,488.01,P,1.211,1.198,1492.205829,120.5953,3.3388,9.063,13.74,0.34,0.35,3384,9.34,1
455096220,489.01,KP,13.284,3.646661,2250.846246,123.250764,4.787023,11.072,12.389,1.18,1.36,6098,7.77,1
455135327,490.01,KP,15.995,2.810601,1491.915477,123.949894,5.836719,9.22,10.352,1.25,1.34,6227,6.75,1
468987719,491.01,KP,14.43,3.332681,3279.866473,128.92574,10.206657,11.809,13.279,1.01,1.11,5649,8.52,1
17746821,492.01,KP,14.323,3.122017,1493.164634,118.063416,12.139402,10.545,11.703,1.25,1.73,6253,5.6,1
19025965,493.01,VPC+?,4.496,5.944441,1493.324506,119.627943,12.883454,9.767,12.553,0.65,0.81,4224,14.72,1
19519368,494.01,PC,1.958,1.701882,2987.549589,124.69586,-6.785861,8.792,10.846,0.83,0.8,4943,7.07,1
